,isbn,Title,author,last,first,wikiPage
487,9781471133916,Ruby,Virginia Andrews,Andrews,Virginia,NaN
488,0062062905,Criss Cross,Lynne Perkins,Perkins,Lynne,<WikipediaPage 'Lynne Rae Perkins'>
489,0062062905,Criss Cross,Lynne Perkins,Perkins,Lynne,<WikipediaPage 'Lynne Rae Perkins'>
490,9780743454346,Shooting Stars Omnibus,V.C. Andrews,Andrews,V.C.,NaN
491,1451637160,Raven,V.C. Andrews,Andrews,V.C.,NaN
492,9780812978179,The Book of Daniel,E.L. Doctorow,Doctorow,E.L.,<WikipediaPage 'E. L. Doctorow'>
493,UOM:39015082933006,Library of Congress Catalogs,Library Congress,Congress,Library,<WikipediaPage 'Library of Congress'>
494,0520089049,Alfred Hitchcock,Jane Sloan,Sloan,Jane,<WikipediaPage 'Katie Stevens'>
495,UCR:31210007566506,"Title IV, Missing Children's Assistance Act",United Resources,Resources,United,<WikipediaPage 'United Resources Party'>
496,9781416506669,Child of Darkness,V.C. Andrews,Andrews,V.C.,NaN
497,9780062662613,The Dragon Republic,R. Kuang,Kuang,R.,<WikipediaPage 'R. F. Kuang'>
498,0826215491,The Ivory Tower and Harry Potter,Lana Whited,Whited,Lana,<WikipediaPage 'Chemtrails over the Country Club'>
499,1484475526,Harry Potter and the Goblet of Fire,J. Rowling,Rowling,J.,<WikipediaPage 'J. K. Rowling'>
500,9781471103315,Sun-kissed,Melissa Cruz,Cruz,Melissa,<WikipediaPage 'Melissa de la Cruz'>
501,9781442474178,Crazy Hot,Melissa Cruz,Cruz,Melissa,<WikipediaPage 'Melissa de la Cruz'>
502,9780440000471,The Au Pair,Emma Rous,Rous,Emma,<WikipediaPage 'Bess Rous'>
503,0809230410,Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden,Wooden,John,<WikipediaPage 'John Wooden'>
504,9781407019499,Dr Jekyll and Mr Hyde and Other Stories,Robert Stevenson,Stevenson,Robert,<WikipediaPage 'Robert Louis Stevenson'>
505,EAN:4064066356231,The Once and Future King,T. White,White,T.,<WikipediaPage 'Joseph T. White'>
506,9780385673280,Rose of No Man's Land,Michelle Tea,Tea,Michelle,<WikipediaPage 'Michelle Tea'>
507,0241952409,The Roses of No Man's Land,Lyn Macdonald,Macdonald,Lyn,<WikipediaPage 'Lyn Macdonald'>
508,STANFORD:36105114587632,The Quitter,Harvey Pekar,Pekar,Harvey,<WikipediaPage 'Harvey Pekar'>
509,UCR:31210011112685,Reauthorization of the National Endowments for the Arts and Humanities,U. Staff,Staff,U.,<WikipediaPage 'Chief of Staff of the United States Army'>
510,9780345543394,American Splendor: Our Movie Year,Harvey Pekar,Pekar,Harvey,<WikipediaPage 'Harvey Pekar'>
511,9780345543394,American Splendor: Our Movie Year,Harvey Pekar,Pekar,Harvey,<WikipediaPage 'Harvey Pekar'>
512,1581807597,Face Off,Harry Hamernik,Hamernik,Harry,NaN
513,9780375714528,David Boring,Daniel Clowes,Clowes,Daniel,<WikipediaPage 'Daniel Clowes'>
514,1560974362,Twentieth Century Eightball,Daniel Clowes,Clowes,Daniel,<WikipediaPage 'Daniel Clowes'>
515,0156032112,The People of Paper,Salvador Plascencia,Plascencia,Salvador,<WikipediaPage 'Salvador Plascencia'>
516,1426887507,The Lawman's Bride,Cheryl St.John,St.John,Cheryl,<WikipediaPage 'Cheryl St. John'>
517,1439106797,Two Brothers,Linda Miller,Miller,Linda,<WikipediaPage 'Linda Miller (actress)'>
518,1439106797,Two Brothers,Linda Miller,Miller,Linda,<WikipediaPage 'Linda Miller (actress)'>
519,UCSC:32106014598343,Reading Stephen King,Brenda Power,Power,Brenda,<WikipediaPage 'Brenda Power'>
520,9780062309440,Leadership and the One Minute Manager Updated Ed,Kenneth Blanchard,Blanchard,Kenneth,<WikipediaPage 'Ken Blanchard'>
521,9780525558514,No Good Alternative,William Vollmann,Vollmann,William,<WikipediaPage 'William T. Vollmann'>
522,UOM:39015063255775,Water for Elephants,Sara Gruen,Gruen,Sara,<WikipediaPage 'Sara Gruen'>
523,1250011868,Something Borrowed,Emily Giffin,Giffin,Emily,<WikipediaPage 'Emily Giffin'>
524,9781552546666,Athena Force: Books 1-6,Justine Davis,Davis,Justine,<WikipediaPage 'Obsessive–compulsive disorder'>
525,9781453298251,McNally's Risk,Lawrence Sanders,Sanders,Lawrence,<WikipediaPage 'Lawrence Sanders'>
526,9781453298282,McNally's Puzzle,Lawrence Sanders,Sanders,Lawrence,<WikipediaPage 'Lawrence Sanders'>
527,9781453298237,McNally's Secret,Lawrence Sanders,Sanders,Lawrence,<WikipediaPage 'Lawrence Sanders'>
528,0195158121,Envy,Joseph Epstein,Epstein,Joseph,<WikipediaPage 'Joseph Epstein (writer)'>
529,9781615792825,The Bible,Linda Peters,Peters,Linda,<WikipediaPage 'Linda Thompson (singer)'>
530,9781453298442,The Anderson Tapes,Lawrence Sanders,Sanders,Lawrence,<WikipediaPage 'Lawrence Sanders'>
531,9781101212264,A Garden of Vipers,Jack Kerley,Kerley,Jack,<WikipediaPage 'Jack Kerley'>
532,9780300245929,The Master and His Emissary,Iain McGilchrist,McGilchrist,Iain,<WikipediaPage 'Iain McGilchrist'>
533,UOM:39015049642161,MLA Style Manual and Guide to Scholarly Publishing,Joseph Gibaldi,Gibaldi,Joseph,<WikipediaPage 'MLA Handbook'>
534,0330389866,The Blackwater Lightship,Colm Tóibín,Tóibín,Colm,<WikipediaPage 'Colm Tóibín'>
535,UOM:39015032229455,The Sign of the Cross,Colm Tóibín,Tóibín,Colm,<WikipediaPage 'Colm Tóibín'>
536,9781566895040,Through the Arc of the Rain Forest,Karen Yamashita,Yamashita,Karen,<WikipediaPage 'Karen Tei Yamashita'>
537,9781566895026,Tropic of Orange,Karen Yamashita,Yamashita,Karen,<WikipediaPage 'Karen Tei Yamashita'>
538,9780262510875,"Structure and Interpretation of Computer Programs, second edition",Harold Abelson,Abelson,Harold,<WikipediaPage 'Hal Abelson'>
539,0061740977,Crooked Little Vein,Warren Ellis,Ellis,Warren,<WikipediaPage 'Warren Ellis'>
540,1442068574,Fell,David Clement-Davies,Clement-Davies,David,<WikipediaPage 'David Clement-Davies'>
541,1401202454,"John Constantine, Hellblazer: Setting sun",Warren Ellis,Ellis,Warren,<WikipediaPage 'Warren Ellis'>
542,9780785178866,Nextwave Vol. 1,Warren Ellis,Ellis,Warren,<WikipediaPage 'Warren Ellis'>
543,140121150X,Desolation Jones,Warren Ellis,Ellis,Warren,<WikipediaPage 'Warren Ellis'>
544,UOM:39015047294510,The Invincible Iron Man,Warren Ellis,Ellis,Warren,<WikipediaPage 'Warren Ellis'>
545,9781947083936,"Innovation Management and New Product Development for Engineers, Volume II",Rob Dekkers,Dekkers,Rob,<WikipediaPage 'Ramon Dekkers'>
546,1435216229,Azumanga Daioh 3,Kiyohiko Azuman,Azuman,Kiyohiko,NaN
547,9780307575852,Interview with the Vampire,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
548,9780307575852,Interview with the Vampire,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
549,9780307762542,The Vampire Chronicles Collection,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
550,0375412700,Merrick,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
551,0345379225,The Vampire Companion,Katherine Ramsland,Ramsland,Katherine,<WikipediaPage 'Katherine Ramsland'>
552,9780345334534,The Feast of All Saints,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
553,9780674254497,"Exit, Voice, and Loyalty",Albert Hirschman,Hirschman,Albert,<WikipediaPage 'Albert O. Hirschman'>
554,9780307575937,The Vampire Lestat,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
555,9780307575937,The Vampire Lestat,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
556,9780307575951,The Witching Hour,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
557,0307575942,"Vittorio, the Vampire",Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
558,9780345334534,The Feast of All Saints,Anne Rice,Rice,Anne,<WikipediaPage 'Anne Rice'>
559,9781429939522,When Christ and His Saints Slept,Sharon Penman,Penman,Sharon,<WikipediaPage 'Sharon Kay Penman'>
560,1429985097,Phantom,Terry Goodkind,Goodkind,Terry,<WikipediaPage 'Terry Goodkind'>
561,0765300273,Wizard's First Rule,Terry Goodkind,Goodkind,Terry,<WikipediaPage 'Terry Goodkind'>
562,0765300273,Wizard's First Rule,Terry Goodkind,Goodkind,Terry,<WikipediaPage 'Terry Goodkind'>
563,1429984570,Naked Empire,Terry Goodkind,Goodkind,Terry,<WikipediaPage 'Terry Goodkind'>
564,9781582187631,Explorations Into the World of Lewis and Clark V-2 of 3,Robert Saindon,Saindon,Robert,<WikipediaPage 'Corps of Discovery'>
565,1429984570,Naked Empire,Terry Goodkind,Goodkind,Terry,<WikipediaPage 'Terry Goodkind'>
566,0976401118,The Wood Boy,Raymond Feist,Feist,Raymond,<WikipediaPage 'Raymond E. Feist'>
567,9780525480143,The King's Buccaneer,Raymond Feist,Feist,Raymond,<WikipediaPage 'Raymond E. Feist bibliography'>
568,0553564943,Magician,Raymond Feist,Feist,Raymond,<WikipediaPage 'Raymond E. Feist'>
569,9780525480051,Magician: Master,Raymond Feist,Feist,Raymond,<WikipediaPage 'Raymond E. Feist bibliography'>
570,9780553277838,Faerie Tale,Raymond Feist,Feist,Raymond,<WikipediaPage 'Raymond E. Feist'>
571,9781101128602,Promise Me,Harlan Coben,Coben,Harlan,NaN
572,9780345544551,The Myron Bolitar Series 7-Book Bundle,Harlan Coben,Coben,Harlan,NaN
573,9780446573009,The Innocent,David Baldacci,Baldacci,David,<WikipediaPage 'David Baldacci'>
574,9781409116677,No Second Chance,Harlan Coben,Coben,Harlan,<WikipediaPage 'Harlan Coben'>
575,9780593182895,The Stranger (Movie Tie-In),Harlan Coben,Coben,Harlan,NaN
576,9780593355879,Gone for Good,Harlan Coben,Coben,Harlan,<WikipediaPage 'Harlan Coben'>
577,9780345542229,Drop Shot,Harlan Coben,Coben,Harlan,NaN
578,9780593355862,Tell No One,Harlan Coben,Coben,Harlan,<WikipediaPage 'Harlan Coben'>
579,9781465504661,The ¨neid of Virgil Translated Into English Verse by E. Fairfax Taylor,Virgil Virgil,Virgil,Virgil,<WikipediaPage 'Aeneas'>
580,UOM:39015040571690,The Complete Odes and Epodes,Quintus Flaccus,Flaccus,Quintus,<WikipediaPage 'Quintus Fulvius Flaccus (consul 237 BC)'>
581,9780735619654,Object Thinking,David West,West,David,NaN
582,0714682306,Encyclopedia of British Football,Richard Cox,Cox,Richard,<WikipediaPage 'Richard Ian Cox'>
583,0140433740,Apologia pro Vita Sua,John Newman,Newman,John,<WikipediaPage 'John Henry Newman'>
584,UVA:X030196847,Margherita Dolce Vita. Ediz. Inglese,Stefano Benni,Benni,Stefano,<WikipediaPage 'Stefano Benni'>
585,9781476796444,Racing the Sun,Karina Halle,Halle,Karina,NaN
586,9781473582408,Love Letters: Vita and Virginia,Vita Sackville-West,Sackville-West,Vita,<WikipediaPage 'Vita Sackville-West'>
587,9780310861379,The Church in Emerging Culture: Five Perspectives,Michael Horton,Horton,Michael,<WikipediaPage 'Michael Horton (actor)'>
588,9781602069770,To Mesopotamia and Kurdistan in Disguise,Ely Soane,Soane,Ely,<WikipediaPage 'Ely Bannister Soane'>
589,9780743292498,True Evil,Greg Iles,Iles,Greg,<WikipediaPage 'Greg Iles'>
590,9781442440258,Trapped,Marc Aronson,Aronson,Marc,<WikipediaPage 'Marc Aronson'>
591,0743454146,The Footprints of God,Greg Iles,Iles,Greg,<WikipediaPage 'Greg Iles'>
592,0007546688,Dead Sleep,Greg Iles,Iles,Greg,<WikipediaPage 'Greg Iles'>
593,9781429901079,Small Island,Andrea Levy,Levy,Andrea,<WikipediaPage 'Andrea Levy'>
594,STANFORD:36105119497662,Catalog of Copyright Entries,Library Office,Office,Library,<WikipediaPage 'Library'>
595,034549721X,Troy: Shield of Thunder,David Gemmell,Gemmell,David,<WikipediaPage 'David Gemmell'>
596,034549721X,Troy: Shield of Thunder,David Gemmell,Gemmell,David,<WikipediaPage 'David Gemmell'>
597,9783319757537,The Palgrave Handbook of Literary Translation,Jean Boase-Beier,Boase-Beier,Jean,NaN
598,9780195117950,Masters of Small Worlds,Stephanie McCurry,McCurry,Stephanie,<WikipediaPage 'Stephanie McCurry'>
599,0811217558,The Club of Angels,Luis Verissimo,Verissimo,Luis,<WikipediaPage 'Luis Fernando Verissimo'>
600,0140180338,A Universal History of Infamy,Jorge Borges,Borges,Jorge,<WikipediaPage 'Jorge Luis Borges'>
601,9780140286809,Collected Fictions,Jorge Borges,Borges,Jorge,<WikipediaPage 'Jorge Luis Borges'>
602,0821220802,Odes to Common Things,Pablo Neruda,Neruda,Pablo,<WikipediaPage 'Pablo Neruda'>
603,9780061733574,"Full Woman, Fleshly Apple, Hot Moon",Pablo Neruda,Neruda,Pablo,<WikipediaPage 'Pablo Neruda'>
604,1400076978,Maps for Lost Lovers,Nadeem Aslam,Aslam,Nadeem,<WikipediaPage 'Nadeem Aslam'>
605,9781108996204,Phantom Pains and Prosthetic Narratives,Alastair Minnis,Minnis,Alastair,<WikipediaPage 'Alastair Minnis'>
606,0521009375,The Ethics and Politics of Asylum,Matthew Gibney,Gibney,Matthew,<WikipediaPage 'Matthew Gibney'>
607,1840238380,Arkham Asylum,Dan Slott,Slott,Dan,<WikipediaPage 'Dan Slott'>
608,9781504027977,Blackout,John Nance,Nance,John,<WikipediaPage 'John Nance Garner'>
609,1933045256,Design Like You Give a Damn,Architecture (Organization),(Organization),Architecture,<WikipediaPage 'Organizational architecture'>
610,OCLC:34977041,The Significance of the Title of The Winter's Tale,Julie Hatton,Hatton,Julie,<WikipediaPage 'Tom Hatton (actor)'>
611,9780786731183,The Secret Life of the Seine,Mort Rosenblum,Rosenblum,Mort,<WikipediaPage 'Mort Rosenblum'>
612,9780141393490,A Crime in Holland,Georges Simenon,Simenon,Georges,<WikipediaPage 'Georges Simenon'>
613,1590171497,The Man who Watched Trains Go by,Georges Simenon,Simenon,Georges,<WikipediaPage 'Georges Simenon'>
614,0156028417,Maigret and the Killer,Georges Simenon,Simenon,Georges,<WikipediaPage 'Georges Simenon'>
615,9780698194113,The Madman of Bergerac,Georges Simenon,Simenon,Georges,<WikipediaPage 'Georges Simenon'>
616,9781590175583,Dirty Snow,Georges Simenon,Simenon,Georges,<WikipediaPage 'Georges Simenon'>
617,0140139273,The Man who Wasn't Maigret,Patrick Marnham,Marnham,Patrick,<WikipediaPage 'Patrick Marnham'>
618,ONB:+Z219887904,Title The Works of Douglas Jerrold ; With an Introductory Memoir by His Son,Douglas Jerrold,Jerrold,Douglas,<WikipediaPage 'Douglas William Jerrold'>
619,9780838909676,Sequels,Janet Husband,Husband,Janet,<WikipediaPage 'Janet Husband'>
620,9780241297261,Maigret and the Headless Corpse,Georges Simenon,Simenon,Georges,<WikipediaPage 'Georges Simenon'>
621,UOM:39015009185912,Maigret Loses His Temper,Georges Simenon,Simenon,Georges,<WikipediaPage 'Georges Simenon'>
622,9781101221464,The Looking Glass Wars,Frank Beddor,Beddor,Frank,<WikipediaPage 'Frank Beddor'>
623,9781439115268,Rash,Pete Hautman,Hautman,Pete,<WikipediaPage 'Pete Hautman'>
624,9781429900836,Saints at the River,Ron Rash,Rash,Ron,<WikipediaPage 'Ron Rash'>
625,9781429900850,The World Made Straight,Ron Rash,Rash,Ron,<WikipediaPage 'Ron Rash'>
626,189188526X,Eureka Mill,Ron Rash,Rash,Ron,<WikipediaPage 'Ron Rash'>
627,9780312425081,Chemistry and Other Stories,Ron Rash,Rash,Ron,<WikipediaPage 'Ron Rash'>
628,9780062275011,Monster: A Graphic Novel,Walter Myers,Myers,Walter,<WikipediaPage 'Walter Dean Myers'>
629,9780307485564,The Gospel of the Flying Spaghetti Monster,Bobby Henderson,Henderson,Bobby,<WikipediaPage 'Bobby Henderson (activist)'>
630,9780375829130,The Monster at the End of this Book,Jon Stone,Stone,Jon,<WikipediaPage 'Jon Stone'>
631,9781423131960,"Sea of Monsters, The (Percy Jackson and the Olympians, Book 2)",Rick Riordan,Riordan,Rick,<WikipediaPage 'Rick Riordan'>
632,9781480495517,Monster Island,David Wellington,Wellington,David,<WikipediaPage 'David Wellington (author)'>
633,9781101126868,The Frog King,Adam Davies,Davies,Adam,<WikipediaPage 'Adam Davies (author)'>
634,UOM:39015056248399,I Should be Extremely Happy in Your Company,Brian Hall,Hall,Brian,NaN
635,0080532314,Game Console Hacking,Joe Grand,Grand,Joe,<WikipediaPage 'Joe Grand'>
636,PSU:000064093109,Official Gazette of the United States Patent Office,United Office,Office,United,<WikipediaPage 'United Nations Office at Geneva'>
637,9780375724817,The Golden Age,Gore Vidal,Vidal,Gore,<WikipediaPage 'Gore Vidal'>
638,9781429956932,The Silver Pigs,Lindsey Davis,Davis,Lindsey,<WikipediaPage 'Lindsey Davis'>
639,9781429956932,The Silver Pigs,Lindsey Davis,Davis,Lindsey,<WikipediaPage 'Lindsey Davis'>
640,9781429956932,The Silver Pigs,Lindsey Davis,Davis,Lindsey,<WikipediaPage 'Lindsey Davis'>
641,9781304370853,Judas Pig,Horace Silver,Silver,Horace,<WikipediaPage 'Horace Silver'>
642,9780394746234,The Civil War,Shelby Foote,Foote,Shelby,<WikipediaPage 'Shelby Foote'>
643,9781440697661,The Help,Kathryn Stockett,Stockett,Kathryn,<WikipediaPage 'Kathryn Stockett'>
644,9780679601128,Stars in Their Courses,Shelby Foote,Foote,Shelby,<WikipediaPage 'Shelby Foote'>
645,STANFORD:36105041077335,Toujours Provence,Peter Mayle,Mayle,Peter,<WikipediaPage 'Peter Mayle'>
646,0618001875,The Civil War,Bruce Catton,Catton,Bruce,<WikipediaPage 'Bruce Catton'>
647,0393328961,The Confident Child,T. Apter,Apter,T.,<WikipediaPage 'Bill Apter'>
648,9780199959723,Self-Esteem in Time and Place,Peggy Miller,Miller,Peggy,<WikipediaPage 'Murder of Jennifer Daugherty'>
649,1705421385,Say My Name,R. Knightly,Knightly,R.,<WikipediaPage 'Knightly sword'>
650,9780061854385,Alphabet Weekends,Elizabeth Noble,Noble,Elizabeth,<WikipediaPage 'Elizabeth Noble'>
651,UCAL:B3603617,"Hearings, Reports and Prints of the Senate Select Committee on Small Business",United Business,Business,United,<WikipediaPage 'Business-to-business'>
652,9780061757037,The Rose and The Beast,Francesca Block,Block,Francesca,<WikipediaPage 'Francesca Lia Block'>
653,0064408620,I Was a Teenage Fairy,Francesca Block,Block,Francesca,<WikipediaPage 'Francesca Lia Block'>
654,9781101200490,Firebirds Rising,Tanith Lee,Lee,Tanith,<WikipediaPage 'Tanith Lee'>
655,9780061986642,Witch Baby,Francesca Block,Block,Francesca,<WikipediaPage 'Francesca Lia Block'>
656,9780061971792,Weetzie Bat,Francesca Block,Block,Francesca,<WikipediaPage 'Francesca Lia Block'>
657,9780061732553,Beautiful Boys,Francesca Block,Block,Francesca,<WikipediaPage 'Francesca Lia Block'>
658,9780061971792,Weetzie Bat,Francesca Block,Block,Francesca,<WikipediaPage 'Francesca Lia Block'>
659,9780310273080,Velvet Elvis,Rob Bell,Bell,Rob,<WikipediaPage 'Rob Bell'>
660,9781400076260,Man Walks Into a Room,Nicole Krauss,Krauss,Nicole,<WikipediaPage 'Nicole Krauss'>
661,UOM:39015038438712,Testaments Betrayed,Milan Kundera,Kundera,Milan,<WikipediaPage 'Milan Kundera'>
662,9780310694946,Too Busy Not to Pray Study Guide,Bill Hybels,Hybels,Bill,<WikipediaPage 'Bill Hybels'>
663,9780310296003,Becoming a Contagious Christian,Bill Hybels,Hybels,Bill,<WikipediaPage 'Bill Hybels'>
664,OXFORD:555010536,"The Intellectual repository for the New Church. (July/Sept. 1817). [Continued as] The Intellectual repository and New Jerusalem magazine. Enlarged ser., vol.1-28",New confer,confer,New,<WikipediaPage 'CONFER (software)'>
665,9780310858201,The Church on the Other Side,Brian McLaren,McLaren,Brian,<WikipediaPage 'Brian McLaren'>
666,9783730964552,Best Russian Short Stories,Thomas Seltzer,Seltzer,Thomas,NaN
667,0140150749,The Portable Dorothy Parker,Dorothy Parker,Parker,Dorothy,<WikipediaPage 'Dorothy Parker'>
668,0313309434,"American Women Writers, 1900-1945",Laurie Champion,Champion,Laurie,<WikipediaPage 'Ran Laurie'>
669,014118258X,The Collected Dorothy Parker,Dorothy Parker,Parker,Dorothy,<WikipediaPage 'Mrs. Parker and the Vicious Circle'>
670,9780345407276,The Killer Angels,Michael Shaara,Shaara,Michael,<WikipediaPage 'Michael Shaara'>
671,9780345407276,The Killer Angels,Michael Shaara,Shaara,Michael,<WikipediaPage 'Michael Shaara'>
672,9780345407276,The Killer Angels,Michael Shaara,Shaara,Michael,<WikipediaPage 'Michael Shaara'>
673,1584657731,Newlyweds on Tour,Barbara Penner,Penner,Barbara,<WikipediaPage 'Barbara Penner'>
674,0529123452,The Last Eyewitness,Chris Seay,Seay,Chris,<WikipediaPage 'The Matrix (franchise)'>
675,UOM:39015041612683,James Baldwin: Collected Essays (LOA #98),James Baldwin,Baldwin,James,<WikipediaPage 'James Baldwin'>
676,9780061965104,The Giving Tree,Shel Silverstein,Silverstein,Shel,<WikipediaPage 'Shel Silverstein'>
677,9781328497697,The Best American Travel Writing 2018,Cheryl Strayed,Strayed,Cheryl,<WikipediaPage 'Cheryl Strayed'>
678,0843952245,The Funeral of Tanner Moody,John Jakes,Jakes,John,<WikipediaPage 'John Jakes'>
679,9780300133721,How Democratic Is the American Constitution?,Robert Dahl,Dahl,Robert,<WikipediaPage 'Robert Dahl'>
680,9788184750669,THE ROOM ON THE ROOF,Ruskin Bond,Bond,Ruskin,<WikipediaPage 'Ruskin Bond'>
681,0226134261,A Preface to Democratic Theory,Robert Dahl,Dahl,Robert,<WikipediaPage 'Robert Dahl'>
682,9780593203378,Matilda,Roald Dahl,Dahl,Roald,<WikipediaPage 'Roald Dahl'>
683,0714506583,Kiss Kiss Bang Bang,Pauline Kael,Kael,Pauline,<WikipediaPage 'Pauline Kael'>
684,9781101662977,The Witches,Roald Dahl,Dahl,Roald,<WikipediaPage 'Roald Dahl'>
685,9780593203378,Matilda,Roald Dahl,Dahl,Roald,<WikipediaPage 'Roald Dahl'>
686,9781101653678,Charlie and the Chocolate Factory,Roald Dahl,Dahl,Roald,<WikipediaPage 'Roald Dahl'>
687,9780451480019,The Enormous Crocodile,Roald Dahl,Dahl,Roald,<WikipediaPage 'Twenty-Nine Kisses from Roald Dahl'>
688,9781595543295,Hood,Stephen Lawhead,Lawhead,Stephen,<WikipediaPage 'Stephen R. Lawhead'>
689,9780547541259,Landing,Emma Donoghue,Donoghue,Emma,<WikipediaPage 'Emma Donoghue'>
690,9780064407724,Kissing the Witch,Emma Donoghue,Donoghue,Emma,<WikipediaPage 'Emma Donoghue'>
691,9783110723793,The Face Mask In COVID Times,Deborah Lupton,Lupton,Deborah,<WikipediaPage 'Etiquette'>
692,0785324690,365 Favorite Brand Name Stir-fry Recipes & More,Publications Limited,Limited,Publications,<WikipediaPage 'Labour India'>
693,0330512722,Love Poems,Carol Duffy,Duffy,Carol,<WikipediaPage 'Carol Ann Duffy'>
694,9780571297849,Christina Rossetti,Jan Marsh,Marsh,Jan,<WikipediaPage 'Jan Marsh'>
695,0786706279,The Mammoth Book of Lesbian Short Stories,Emma Donoghue,Donoghue,Emma,<WikipediaPage 'Emma Donoghue'>
696,9780547443294,Slammerkin,Emma Donoghue,Donoghue,Emma,<WikipediaPage 'Emma Donoghue'>
697,9781447279570,We are Michael Field,Emma Donoghue,Donoghue,Emma,<WikipediaPage 'Emma Donoghue'>
698,0571149030,Life is Elsewhere,Milan Kundera,Kundera,Milan,<WikipediaPage 'Milan Kundera'>
699,9781429964258,Hart's Hope,Orson Card,Card,Orson,<WikipediaPage 'Orson Scott Card'>
700,0756990378,Wide Sargasso Sea,Jean Rhys,Rhys,Jean,<WikipediaPage 'Jean Rhys'>
701,0756990378,Wide Sargasso Sea,Jean Rhys,Rhys,Jean,<WikipediaPage 'Jean Rhys'>
702,9780307472328,Marcel Proust's Search for Lost Time,Patrick Alexander,Alexander,Patrick,NaN
703,0310330513,The Complete Green Letters,Miles Stanford,Stanford,Miles,NaN
704,9780787976392,Getting Naked,Patrick Lencioni,Lencioni,Patrick,<WikipediaPage 'Patrick Lencioni'>
705,9780547524634,The Last Shot,Darcy Frey,Frey,Darcy,<WikipediaPage 'Darcy Frey'>
706,9781476640860,Karloff and the East,Scott Nollen,Nollen,Scott,<WikipediaPage 'Boris Karloff'>
707,9780786733903,Nirvana,Everett True,True,Everett,<WikipediaPage 'Everett True'>
708,9780795309595,Principle-Centered Leadership,Stephen Covey,Covey,Stephen,<WikipediaPage 'Stephen Covey'>
709,9781416947202,Fablehaven,Brandon Mull,Mull,Brandon,<WikipediaPage 'Brandon Mull'>
710,1648274641,Grimgar of Fantasy and Ash (Light Novel) Vol. 17,Ao Jyumonji,Jyumonji,Ao,<WikipediaPage 'Kadokawa Sneaker Bunko'>
711,9781496734334,A Letter to Three Witches,Elizabeth Bass,Bass,Elizabeth,<WikipediaPage 'Elizabeth Bass'>
712,9780313353017,The New Boardroom Leaders: How Today's Corporate Boards Are Taking Charge,Ralph Ward,Ward,Ralph,<WikipediaPage 'Ralph Ward'>
713,9780316374088,Fullmetal Alchemist,Hiromu Arakawa,Arakawa,Hiromu,<WikipediaPage 'Hiromu Arakawa'>
714,9781491960158,Learning Web Design,Jennifer Robbins,Robbins,Jennifer,<WikipediaPage 'Jennifer Niederst Robbins'>
715,0449204464,The Mask of the Enchantress,Victoria Holt,Holt,Victoria,<WikipediaPage 'Eleanor Alice Burford'>
716,9781338157499,The Secret of Nightingale Wood,Lucy Strange,Strange,Lucy,<WikipediaPage 'The Lucy poems'>
717,0449215482,The Silk Vendetta,Victoria Holt,Holt,Victoria,<WikipediaPage 'Eleanor Alice Burford'>
718,9780007476299,"Curse of Kings (The Trials of Oland Born, Book 1)",Alex Barclay,Barclay,Alex,<WikipediaPage 'Alex Barclay'>
719,9780307807465,Purple Cane Road,James Burke,Burke,James,<WikipediaPage 'James Burke (gangster)'>
720,9781555847159,Parliament of Whores,P. O'Rourke,O'Rourke,P.,<WikipediaPage 'P. J. O'Rourke'>
721,1405933690,Want to Play?,P. Tracy,Tracy,P.,<WikipediaPage 'P. J. Tracy'>
722,9780547347929,Beautiful Boy,David Sheff,Sheff,David,<WikipediaPage 'David Sheff'>
723,PKEY:100A1E2656A7E96A,The Moon and Sixpence,W. Maugham,Maugham,W.,<WikipediaPage 'W. Somerset Maugham'>
724,9798612626633,De Profundis,Oscar Wilde,Wilde,Oscar,<WikipediaPage 'Oscar Wilde bibliography'>
725,0312288026,Serious Girls,Maxine Swann,Swann,Maxine,<WikipediaPage 'Maxine Swann'>
726,9781634500036,"Love, Lucas",Chantele Sedgwick,Sedgwick,Chantele,NaN
727,0520234413,Exiled in Paris,James Campbell,Campbell,James,<WikipediaPage 'James Campbell (author)'>
728,0312306482,The Post-Truth Era,Ralph Keyes,Keyes,Ralph,<WikipediaPage 'Ralph Keyes'>
729,1580012507,International Building Code 2006,International Council,Council,International,NaN
730,9781324000945,Einstein's Monsters: The Life and Times of Black Holes,Chris Impey,Impey,Chris,<WikipediaPage 'Chris Impey'>
731,9781600850127,Code Check Electrical,Redwood Kardon,Kardon,Redwood,<WikipediaPage 'Tizen'>
732,1609837363,"2018 International Residential Code for One and Two-Family Dwellings, Loose-Leaf Version",International Council,Council,International,NaN
733,9789004372849,The Works of John Cotta,Todd Pettigrew,Pettigrew,Todd,<WikipediaPage 'Miss Pettigrew Lives for a Day'>
